# Omega_m, Omega_b, h, n_s, sigma_8
2.439260471612215153e-01 6.522456500679255087e-02 6.211397390812635200e-01 8.473354496061802354e-01 8.839464914053678513e-01
3.499236065894365533e-01 3.491747248917818208e-02 7.171356678009033203e-01 1.000211506709456355e+00 6.533986866474151833e-01
4.664675947278738022e-01 5.670039236545562633e-02 5.306887157261371835e-01 9.156952682882547601e-01 7.619719866663217100e-01
1.646827902644872887e-01 4.327562406659126587e-02 8.325439665466547456e-01 1.131850166618824094e+00 9.753685422241687997e-01
1.143345780670642908e-01 5.447600957006216299e-02 7.890297569334507877e-01 1.167122656479477882e+00 9.239191215485333952e-01
4.168167091906070931e-01 4.542135816067457282e-02 6.992837969213724358e-01 9.822065308690071106e-01 7.388425081968307273e-01
3.995744884014129639e-01 6.362029872834683297e-02 8.607002329081296921e-01 1.097983256727457002e+00 6.458884749561547567e-01
2.942742556333541870e-01 3.644308872520923837e-02 5.525950103998183982e-01 8.513444002717733827e-01 8.168655969202518463e-01
2.765182133764028660e-01 6.404330678284168854e-02 7.115328434854746309e-01 1.108706982806324959e+00 7.890703786164522393e-01
3.798283185809850915e-01 3.624491177499294253e-02 6.001068212091922316e-01 9.437216460704803689e-01 9.727803759276867357e-01
4.100488055497407691e-01 5.287997465580702300e-02 8.394655317068100420e-01 1.027847259491682097e+00 8.672972913831471509e-01
1.086046535521745793e-01 4.694925542920828226e-02 5.471802365034819093e-01 8.245828907936811891e-01 6.945610210299492104e-01
1.590391695499420166e-01 5.565070822834969344e-02 6.782997310161590354e-01 8.768348149955272897e-01 6.061914879828691483e-01
4.596150964498519897e-01 4.409987151622772605e-02 7.834757369011640105e-01 1.073860410973429769e+00 8.318570517003536224e-01
3.302620239555835724e-01 6.744392383843661465e-02 5.691353354603052583e-01 9.584743101149797440e-01 9.279716338962316069e-01
2.260836936533451302e-01 3.276564572006464282e-02 8.676706500351429874e-01 1.192222446203231812e+00 7.100815549492835999e-01
2.240823041647672653e-01 5.079514238983393049e-02 5.953751660883426222e-01 1.079941066354513257e+00 9.948001936078071372e-01
3.195680897682905419e-01 4.921991098672151566e-02 8.913715008646250215e-01 8.707053374499083009e-01 7.675356891006230864e-01
4.906219009310007761e-01 6.228074014186859436e-02 6.549424778670072111e-01 1.161581246927380517e+00 6.730264388024806976e-01
1.907276663929224070e-01 3.758783295750618009e-02 7.567980855703353438e-01 9.890666753053665161e-01 8.893171925097703712e-01
1.411735817790031600e-01 6.888447280973196418e-02 8.132289450615644011e-01 9.118628431111573951e-01 8.099316582083702087e-01
4.401751771569252236e-01 3.106168251484632548e-02 5.234826266765594260e-01 1.140614607930183322e+00 6.278209622949361135e-01
3.700148157775402513e-01 5.801899157464504575e-02 7.348933406174182892e-01 8.310022436082363795e-01 7.317109458148479684e-01
2.736363910138607247e-01 4.207364268600941037e-02 6.267877135425805601e-01 1.021476740762591318e+00 9.060461331158876641e-01
2.743610743433236854e-01 5.805648282170296215e-02 5.750414639711379783e-01 9.352407678961753845e-01 8.422246742993593216e-01
3.694884691387415598e-01 4.212439000606536810e-02 8.866623353213072267e-01 1.113891968503594398e+00 6.196474902331828849e-01
4.390719067305326462e-01 6.875106085091829689e-02 6.721025887876749261e-01 8.043772485107183456e-01 7.142006333917378935e-01
1.420785587280988804e-01 3.095129225403070450e-02 7.645828999578953011e-01 1.044756997376680374e+00 9.476790890097618325e-01
1.916448049247264918e-01 6.222972579300404400e-02 8.085686061531305313e-01 1.053441050276160196e+00 9.530347008258104324e-01
4.895063780248165575e-01 3.755007468163967105e-02 5.031977541744708793e-01 8.943000681698322074e-01 7.849863253533839735e-01
3.190540000796318054e-01 5.090526562184095882e-02 7.427269816398620605e-01 1.185078333318233312e+00 6.810638930648564848e-01
2.247948303818702864e-01 4.935305591672659031e-02 6.439966540783643723e-01 9.626643273979424986e-01 8.569617822766304460e-01
2.250384081155061833e-01 6.741818185895681603e-02 7.162904214113950951e-01 8.503349062055349794e-01 6.479205384850501570e-01
3.311151225119829400e-01 3.272390108555555538e-02 6.204898625612258467e-01 1.097455058246850967e+00 8.144428577274084313e-01
4.602573867887258530e-01 5.577633820474148241e-02 8.317292965948581696e-01 9.819712892174721208e-01 9.198973558843135390e-01
1.585891213268041666e-01 4.419973321259022120e-02 5.300692979246377501e-01 1.165820181742310613e+00 7.424737889319658057e-01
1.081424422562122373e-01 5.292198631912470308e-02 6.985362894833088143e-01 1.132084991037845656e+00 7.568141624331474748e-01
4.107033468782902430e-01 4.697526443749666658e-02 7.880868289619684663e-01 9.169988993555308054e-01 9.809170480817556159e-01
3.806691586971283625e-01 6.394371211528779297e-02 5.518779139965772629e-01 1.001222180947661355e+00 8.848440222442149894e-01
2.754850834608078003e-01 3.611954882740974621e-02 8.597879290580749956e-01 8.478632546961307748e-01 6.528916466981172784e-01
2.951302405446767918e-01 6.374424532055855686e-02 6.008485708385705726e-01 1.193647074699401678e+00 9.282458402216434701e-01
3.985202636569739054e-01 3.654401361942291593e-02 7.124697990715503915e-01 9.586362022906541602e-01 7.086353335529566033e-01
4.163389313966036065e-01 5.444859374314546530e-02 5.479035675525665283e-01 1.074510596320032985e+00 6.000212401151656660e-01
1.150105554610490882e-01 4.538068626075983381e-02 8.403842847794293913e-01 8.777711741626262887e-01 8.368554752320050971e-01
1.653466999530792125e-01 5.659912414848804890e-02 7.843150585889816506e-01 8.239331226795911789e-01 8.638973183929919974e-01
4.660021632909775446e-01 4.315133415162563518e-02 6.789438020437955634e-01 1.026909743994474322e+00 6.991330031305551529e-01
3.488570280373096688e-01 6.526489358395337614e-02 8.684917215257883516e-01 9.422958374023437944e-01 7.921163856983184370e-01
2.447940923273563552e-01 3.494454499334096603e-02 5.697610355913639291e-01 1.108545484021306038e+00 9.709061872214078681e-01
2.053907405585050638e-01 5.171927805989981475e-02 8.919969864189625230e-01 1.020826078578829677e+00 7.371007513254881349e-01
3.009556811302900314e-01 4.829588275402784542e-02 5.961960706859826820e-01 8.300655983388424142e-01 9.002657413482666460e-01
4.842156175523996131e-01 6.008719526231288965e-02 7.574419897049665673e-01 1.139189693331718489e+00 8.088752929121255653e-01
1.844379220157861821e-01 3.978147573769092588e-02 6.557815849781036821e-01 9.117004740983247757e-01 6.284865505993365575e-01
1.347868964076042175e-01 6.856097791343927772e-02 5.244011651724577172e-01 9.904920071363448875e-01 6.707623939961194770e-01
4.338672652840614985e-01 3.138514149934053254e-02 8.139521092176438266e-01 1.161742459610104472e+00 8.919718176126479880e-01
3.513040356338024139e-01 5.957294285297394520e-02 6.277245022356510162e-01 8.713548194617033449e-01 9.989807937294244988e-01
2.550417684018612130e-01 4.051966503262519753e-02 7.356348756700754610e-01 1.080878105014562607e+00 7.637458600103854689e-01
2.572009533643722645e-01 6.945902820676566614e-02 8.308411050587892754e-01 1.103994276374578476e+00 8.553097352385521379e-01
3.616478383541107400e-01 3.040927868336439077e-02 5.325014911592006461e-01 9.451643835753202882e-01 6.827205237001180427e-01
4.282048918306827767e-01 5.859842978417874326e-02 7.212799862027168274e-01 1.035636137798428447e+00 7.772782556712627411e-01
1.279463477432727925e-01 4.141635604202747317e-02 6.170809205621481386e-01 8.135210126638412476e-01 9.607443023473024590e-01
1.776094879955053552e-01 5.019727919250727144e-02 5.605479225516318831e-01 8.846709478646517244e-01 9.399586156010627525e-01
4.785409446805716227e-01 4.989508856087923605e-02 8.526375081390142885e-01 1.063047298789024264e+00 7.219226267188787460e-01
3.113117892295121925e-01 6.168775975704193781e-02 6.888895291835069878e-01 9.538120053708553092e-01 6.179834209382534249e-01
2.075378168374300003e-01 3.825812771916389798e-02 7.993386261165142948e-01 1.193904699012636961e+00 8.438933152705431207e-01
2.422536507248878590e-01 5.507806017994881093e-02 6.653735958039760368e-01 1.081576015427708537e+00 6.605997163802385108e-01
3.389006301760673634e-01 4.475143611431121882e-02 7.728928972035646883e-01 8.661910414695740412e-01 8.771344207227229628e-01
4.712649725377560106e-01 6.686639297753572964e-02 5.874347146600484848e-01 1.150717782229185193e+00 9.825690951198339240e-01
1.725807599723339081e-01 3.342209313064813808e-02 8.758134678006173068e-01 9.970477681607008424e-01 7.551575317978859170e-01
1.222325008362531717e-01 6.464200921356677565e-02 7.447991635650396125e-01 9.008513204753398895e-01 7.441378582268953767e-01
4.216140400618314521e-01 3.556782685220241658e-02 6.435298904776572959e-01 1.148258529230952174e+00 9.182287149131298509e-01
3.885515604168177095e-01 5.347379427403212149e-02 8.039575569331646188e-01 8.324922818690538850e-01 8.221633311361074004e-01
2.926019076257944107e-01 4.627705331891775187e-02 5.093287725001574007e-01 1.016616022586822599e+00 6.401985451579094155e-01
2.873946927487850411e-01 5.389680024236441491e-02 7.549853608012200290e-01 9.748815514147282091e-01 9.663095753639936447e-01
3.812565617263317108e-01 4.607887368649244558e-02 6.566453900188207182e-01 1.177375805005431264e+00 7.967114776372909990e-01
4.022973075509072016e-01 6.304597221314907352e-02 8.954303700476884398e-01 8.932396892458200899e-01 6.880897436290979163e-01
1.040514037013053894e-01 3.709572143852710863e-02 5.912308983504772630e-01 1.059019173681736037e+00 8.749360062181950060e-01
1.544859681278467345e-01 6.581670615822077242e-02 6.348504889756441116e-01 1.042691207304596857e+00 8.258242260664701018e-01
4.518636468797921912e-01 3.424633849412202918e-02 7.269404791295528412e-01 8.081745281815528870e-01 6.110479056835174116e-01
3.316902201622724533e-01 5.729741632938385731e-02 5.131738081574439558e-01 1.123550150543451309e+00 7.040511135011910948e-01
2.369601260870695114e-01 4.259960725903511047e-02 8.236232634633779970e-01 9.273171301931142363e-01 9.328285284340381844e-01
2.132790662348270638e-01 6.062914684414864169e-02 5.396180119365453498e-01 8.395969841629267183e-01 7.747891195118427055e-01
3.180666036903858629e-01 3.907344639301300188e-02 8.471376702189445940e-01 1.011317597329616458e+00 9.879421059042214903e-01
4.983001559972762839e-01 5.242724049836397504e-02 6.116730026900768502e-01 9.204552181065082106e-01 8.965684294700622115e-01
1.953541576862335427e-01 4.775386426597834355e-02 7.000521618872881380e-01 1.130460872873663813e+00 6.661673020571470261e-01
1.458000261336565018e-01 5.903097219765186809e-02 8.689829252660274950e-01 1.171737695485353559e+00 6.330707706511020660e-01
4.478533852845431040e-01 4.122771345078945354e-02 5.677132476121187210e-01 9.804708149284124818e-01 8.042926046997308509e-01
3.685133781284094523e-01 6.785299640148878542e-02 7.781596060842275175e-01 1.090096733346581415e+00 9.112969905138015303e-01
2.628332015126944032e-01 3.192717906087636642e-02 6.835304632782935874e-01 8.621133193373680115e-01 7.260740857571363893e-01
2.663875553756952508e-01 6.133805014193058347e-02 7.907382618635893090e-01 1.006705063581466719e+00 6.872159633785486221e-01
3.649613324552775095e-01 3.852014295756817086e-02 6.959138005971908791e-01 8.408407527953386529e-01 8.504175879061222076e-01
4.451794844120741113e-01 5.048722218722105637e-02 8.565493680536746535e-01 1.125064019486308187e+00 9.589950602501631227e-01
1.484716605395078881e-01 4.953699078410864209e-02 5.550843838602304015e-01 9.224833182990550551e-01 7.786429494619369063e-01
1.989054642617702484e-01 5.833668217062950440e-02 6.241189189255237357e-01 9.764930289238691330e-01 7.205464605242013487e-01
4.947450630366801994e-01 4.176633328199386846e-02 7.126933608204126802e-01 1.172835009545087903e+00 9.417192764580250008e-01
3.153957560658454673e-01 6.981739241629839055e-02 5.270272772759199142e-01 8.573512494564057285e-01 8.487725149840116279e-01
2.159537538886070474e-01 3.011960212141275364e-02 8.347422778606414795e-01 1.091978319361806005e+00 6.135009706020354558e-01
2.342648644000291935e-01 5.318728867918252889e-02 5.007400602102279885e-01 1.179599208757281303e+00 8.788828969001769575e-01
3.343893218785524146e-01 4.663156945258378760e-02 8.109942089766264406e-01 9.696800075471401215e-01 6.592357825487852319e-01
4.554393675178289858e-01 6.498538225889205489e-02 6.474289540201425552e-01 1.060458257794380188e+00 7.506628520786762238e-01
1.509064611047506443e-01 3.531198725104332109e-02 7.393236257135867850e-01 8.888224769383669122e-01 9.874604765325785127e-01
1.013530887663364466e-01 6.651160921901465295e-02 8.828394446521997674e-01 8.098608046770096047e-01 9.133487492799758911e-01
4.049933560192585658e-01 3.370833110064268279e-02 5.788353152573109117e-01 1.037733833864331157e+00 7.486210685223341210e-01
3.848353296518326472e-01 5.533363334834576208e-02 7.674310863018036777e-01 9.282191228121519089e-01 6.415754713118075880e-01
2.838182330131531206e-01 4.440779663622379525e-02 6.692863982170820236e-01 1.119377049058675855e+00 8.204019043594599214e-01
2.891211774200200813e-01 5.701747275888920108e-02 8.165970332920551300e-01 8.643094345927239130e-01 7.980754368007183519e-01
3.920299824327230231e-01 4.296770446002483312e-02 5.217729780822992769e-01 1.086338106170296580e+00 9.645611215382814407e-01
4.244096297770738602e-01 6.615687441080808640e-02 7.324020605534314887e-01 9.959504809230566025e-01 8.700445994734764543e-01
1.194391775876283701e-01 3.397478189319372288e-02 6.309374332427978294e-01 1.154695541411638215e+00 6.925844009965658188e-01
1.691030770540237482e-01 6.267821893095970598e-02 5.998193811625242011e-01 1.146230455860495656e+00 6.065646730363368766e-01
4.747464418411254661e-01 3.737600892782211304e-02 8.883934646844864336e-01 9.062481470406055228e-01 8.307041663676499876e-01
3.416931666433811188e-01 5.416869957000017277e-02 6.527460731565952745e-01 1.015372233092784793e+00 9.345899775624275652e-01
2.394572742283344324e-01 4.573904816061258316e-02 7.604606691747903824e-01 8.371048364788293839e-01 7.026742126792668852e-01
2.103059392422437779e-01 6.751900259405374527e-02 6.764926169067621009e-01 9.493374641984700935e-01 9.928342785686254945e-01
3.085398267954587714e-01 3.219239789992570794e-02 7.867463596165180650e-01 1.103092304617166564e+00 7.702937021851539168e-01
4.750876758247614129e-01 5.930733531713486273e-02 5.731875896453857422e-01 8.184784129261970520e-01 6.648025829344987869e-01
1.810665432363748606e-01 4.086305484175681985e-02 8.650819044560194016e-01 1.033949834480881735e+00 8.983176492154598680e-01
1.307175233960151672e-01 5.216167774051427841e-02 7.086526542901993020e-01 1.067464537918567657e+00 8.025319214910269228e-01
4.254359826445579529e-01 4.808751415461302164e-02 6.046488832682370695e-01 8.832318369299173577e-01 6.344469115138053894e-01
3.581915222108363883e-01 6.099346272647380995e-02 8.432259622961282286e-01 1.199106222018599510e+00 7.305565584450960381e-01
2.606549613177776559e-01 3.879674054682254875e-02 5.450816787779331207e-01 9.515886224806309190e-01 9.064178161323070970e-01
2.522488474845886453e-01 5.118550483137369878e-02 6.400956176221370697e-01 8.254469431936741763e-01 6.245274513959884199e-01
3.541007906198502253e-01 4.898525435477495138e-02 7.482013452798128572e-01 1.022075980529189021e+00 8.377414625138044357e-01
4.373453266918659876e-01 6.188985317945480680e-02 5.117845293134450912e-01 9.063097421079874261e-01 9.463021613657474074e-01
1.313050426542758942e-01 3.782192692160606107e-02 8.015307441353798357e-01 1.141211660206317813e+00 7.159620556980371697e-01
1.816419538110494725e-01 6.911912884563208015e-02 7.700465764850378259e-01 1.157758587971329689e+00 7.832378447055816650e-01
4.870093252509832826e-01 3.067131947726011235e-02 6.681908771395683733e-01 9.915953949093818665e-01 9.543986331671476808e-01
3.044367957860231177e-01 5.778489820659160614e-02 8.796382121741772586e-01 1.076122120767831758e+00 8.614564605057239977e-01
2.019119400531053654e-01 4.246453024446964625e-02 5.836419660598040071e-01 8.732303317636251894e-01 6.761725071817636934e-01
